baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000040152.8	51062.9514285498	-1.81364310733991	0.100014336230948	-18.1338313654547	1.72323417556015e-73	5.54466551858475e-71
ENSMUSG00000074227.12	415.648145200326	3.95880912727852	0.218853663712268	18.0888410096861	3.90207123713428e-73	1.2326997771856e-70
ENSMUSG00000005968.14	507.9328458108	2.83258413441661	0.157142025950915	18.0256307456631	1.22605838315069e-72	3.80406507272202e-70
ENSMUSG00000001552.14	2106.51853574891	2.15238451259443	0.120503847392611	17.861541844235	2.35055520349753e-71	7.16506958960869e-69
ENSMUSG00000030494.13	296.759149446818	6.17231287721256	0.346334929078231	17.8218029975785	4.7868499679144e-71	1.43399169297436e-68
ENSMUSG00000015468.14	260.058141470837	5.74167868220971	0.322820955072358	17.7859540776179	9.08044701782319e-71	2.6741146938081e-68
ENSMUSG00000024479.3	419.135852961134	7.39803973237633	0.416962319824758	17.7427057089609	1.96253300913461e-70	5.68316850561896e-68
ENSMUSG00000028128.13	967.345569739146	-2.00658535038497	0.113156622630456	-17.7328140743298	2.34022154074585e-70	6.66579496237034e-68
ENSMUSG00000026639.18	239.673306251409	4.263170589651	0.242663495984855	17.5682402182035	4.3134626819724e-69	1.20881313063339e-66
ENSMUSG00000026249.10	7885.93056582169	-1.85459449298185	0.105576860430168	-17.5662970600317	4.46373953991113e-69	1.23107102390406e-66
ENSMUSG00000084128.10	256.179155257824	4.26892482540867	0.243994295012356	17.4960026224896	1.53683962455255e-68	4.17227944946884e-66
ENSMUSG00000024529.14	19422.9884967635	-1.53038797852674	0.0882515717503632	-17.3411979885836	2.29895069568873e-67	6.14527205193718e-65
ENSMUSG00000041439.15	502.445548570513	2.85506051551888	0.164721742002678	17.3326270157613	2.66855771917675e-67	7.02518035919637e-65
ENSMUSG00000056413.16	273.388539737256	6.27037632748926	0.362911760026143	17.2779640071117	6.8938910209449e-67	1.7877814401331e-64
ENSMUSG00000002799.6	250.964856969705	4.66485861711098	0.27015788479236	17.2671570207782	8.31383948060331e-67	2.12430824963945e-64
ENSMUSG00000056724.15	356.160566596124	3.09366809576552	0.179324918019858	17.251746884518	1.08566630295963e-66	2.73383362520633e-64
ENSMUSG00000029019.8	235.420135991509	5.70832107173644	0.330922008984463	17.2497474231291	1.12389602761571e-66	2.78967049711756e-64
ENSMUSG00000057963.9	385.426658726247	3.32698797947786	0.193519611326619	17.1919939104395	3.04864877638778e-66	7.46060175911797e-64
ENSMUSG00000044041.4	541.183912292689	8.48974563994022	0.49506018706347	17.1489161556265	6.40356722580925e-66	1.54530528539494e-63
ENSMUSG00000030168.13	1371.30466645129	2.14930567696445	0.125850115165628	17.0782972596871	2.15310913050348e-65	5.12469467705452e-63
ENSMUSG00000026479.13	378.320122444907	3.31870149799091	0.195117140933538	17.0087644894374	7.0713324342444e-65	1.6603297438513e-62
ENSMUSG00000044646.15	355.132966698521	3.20577436245981	0.189630725139329	16.9053530755863	4.10856576001864e-64	9.51817734404318e-62
ENSMUSG00000041607.17	243.470185749118	5.17921300491915	0.306987823080777	16.8710698455175	7.34538673768559e-64	1.67929071799062e-61
ENSMUSG00000020435.17	212.398052982508	4.36253805621465	0.259268457513324	16.8263355213214	1.5649273075606e-63	3.53124830764485e-61
ENSMUSG00000021118.7	226.368343990721	5.31615682187396	0.316370480848283	16.8035804339892	2.29747126643082e-63	5.11776451977379e-61
ENSMUSG00000046410.10	244.278019735731	4.43821576811242	0.264336063863108	16.7900501477197	2.88600935919797e-63	6.34739400203351e-61
ENSMUSG00000028954.11	1512.79573132182	1.81131028623711	0.108959901463917	16.6236410083111	4.69901021837098e-62	1.02056628180245e-59
ENSMUSG00000030513.14	702.575240354566	2.44325049665947	0.147016072824881	16.6189345811853	5.08278793573477e-62	1.09028938744928e-59
ENSMUSG00000020782.18	444.673064269831	3.20391780627971	0.193579333750231	16.5509289871491	1.57651091793858e-61	3.34047282916865e-59
ENSMUSG00000026380.10	196.543343536275	4.87976054779921	0.296708120975395	16.4463329542769	8.91022439280104e-61	1.86524275692672e-58
ENSMUSG00000024011.17	215.416342148189	5.23658973500112	0.318519966940066	16.4403813842743	9.82983876306864e-61	2.01598577233094e-58
ENSMUSG00000038732.15	412.779081666562	3.01654004143129	0.183485815690661	16.4401811119661	9.86237644018016e-61	2.01598577233094e-58
ENSMUSG00000025085.16	817.070311911013	2.19085358400128	0.133534325211237	16.4066698246731	1.7134995414186e-60	3.46186680606374e-58
ENSMUSG00000031298.15	1107.58763813282	-1.93265804827326	0.118068430831312	-16.3689653082162	3.18584154101349e-60	6.36252836495511e-58
ENSMUSG00000044017.16	245.437078127359	6.36095268737109	0.389157274808791	16.3454549076501	4.68660199667488e-60	9.25337610138931e-58
ENSMUSG00000028434.12	544.362153983792	2.66242484289189	0.163415391581543	16.2923750151365	1.11801818451456e-59	2.18264786021803e-57
ENSMUSG00000026413.12	935.64141345557	5.56356516156986	0.342726115340017	16.2332688188943	2.93409379006802e-59	5.66443106693688e-57
ENSMUSG00000022055.7	236.919114082526	5.92222473496339	0.365416791041186	16.2067668485872	4.51715689784617e-59	8.6247913296788e-57
ENSMUSG00000018920.11	202.953798471447	3.7771090240722	0.2330870099992	16.2047169599248	4.67032332469049e-59	8.82031171374969e-57
ENSMUSG00000032420.8	762.995372978321	2.52841948548962	0.156296489904539	16.1770714558843	7.3194004760973e-59	1.36746863733538e-56
ENSMUSG00000068876.16	355.935967210342	7.73772111020826	0.478887317399951	16.1577073124824	1.002202131741e-58	1.85247468499998e-56
ENSMUSG00000024812.11	1050.4317400238	2.03387625256308	0.125919888298074	16.1521446695421	1.09680952888203e-58	2.00600690150792e-56
ENSMUSG00000026202.13	1011.86322059682	2.16244984785003	0.134465732707056	16.0817912810626	3.423354942045e-58	6.19591584562833e-56
ENSMUSG00000017861.11	254.792976426038	3.43299227784775	0.2142558560527	16.0228632304143	8.84804425834359e-58	1.58489452565691e-55
ENSMUSG00000033491.13	369.049392360456	2.79994485498685	0.174811256784637	16.0169596997768	9.72924384689186e-58	1.72495522285455e-55
ENSMUSG00000042377.8	193.635960579826	4.49245385779716	0.281993164528076	15.9310735964661	3.85677914622633e-57	6.76884218845278e-55
ENSMUSG00000023043.7	241.543643414588	6.31615967863694	0.396700502217591	15.9217335075934	4.47796346463153e-57	7.75945938303793e-55
ENSMUSG00000053030.11	402.251555247664	8.06170616020079	0.506347863630675	15.9212800907183	4.51053466294579e-57	7.75945938303793e-55
ENSMUSG00000092586.8	1329.67930476439	10.8566039579772	0.681949714265166	15.9199479534582	4.60760024078859e-57	7.8487308023237e-55
ENSMUSG00000003526.12	194.699176763964	5.03587821519361	0.317986062808325	15.8367891055311	1.73454549296845e-56	2.92599300391523e-54
ENSMUSG00000026110.15	223.102856901116	3.52678528283569	0.222823172292458	15.8277312298864	2.00314750879022e-56	3.34660461204136e-54
ENSMUSG00000041362.17	257.886848159382	3.42346180113339	0.21752098432716	15.7385358094204	8.23266491680301e-56	1.36231002789955e-53
ENSMUSG00000003032.8	2538.29255471943	1.98975291746825	0.126453470444164	15.7350597850679	8.69745449503438e-56	1.42564407406814e-53
ENSMUSG00000028179.12	296.463628879288	3.08903143310117	0.196389082814335	15.7291402802748	9.54989276769613e-56	1.55074193307215e-53
ENSMUSG00000026981.15	2659.26286096474	-1.61967995898795	0.103640690010096	-15.6278384371058	4.70494645443336e-55	7.56930043016479e-53
ENSMUSG00000000308.14	204.390727803788	5.9587941164397	0.3814638286764	15.6208627620487	5.24905290848215e-55	8.36718296191536e-53
ENSMUSG00000003279.17	260.852919913313	6.92640381926482	0.44484269317943	15.5704565354545	1.1557932987174e-54	1.82562805138316e-52
ENSMUSG00000025813.14	286.053555012838	3.02123836314502	0.195458953299948	15.457150016089	6.75204994828943e-54	1.05690871938314e-51
ENSMUSG00000029832.16	183.983621016106	4.86425461733512	0.316927631353634	15.3481556548393	3.64399751953362e-53	5.65307650909791e-51
ENSMUSG00000021678.9	192.580841110806	4.0628061485968	0.265309218028056	15.3134752678181	6.21523289100431e-53	9.5566080956814e-51
ENSMUSG00000038235.4	662.584130885418	2.3151769427779	0.151534253404831	15.2782416566425	1.06783221415416e-52	1.6275074316604e-50
ENSMUSG00000039457.4	182.05670188774	4.03566640545277	0.264858668899815	15.2370561334328	2.00712130316794e-52	3.03249849065591e-50
ENSMUSG00000030093.7	206.78822848787	6.48356342406108	0.425850241741378	15.2249847212688	2.4141500950328e-52	3.61602223286163e-50
ENSMUSG00000052397.8	1244.08948692074	1.93436815386128	0.127188141791133	15.2087146381765	3.09561588378744e-52	4.59712187870143e-50
ENSMUSG00000026638.15	253.817404675191	7.10369291836025	0.468852269113337	15.1512392843791	7.4351259502296e-52	1.09479079140033e-49
ENSMUSG00000027220.2	511.76655547559	-2.15939500129587	0.142708448466168	-15.1315148087241	1.00358412070986e-51	1.46531715103645e-49
ENSMUSG00000031075.19	1124.49185626945	1.86352935109981	0.123243077367947	15.1207628931252	1.18165667582939e-51	1.71094039521131e-49
ENSMUSG00000042367.12	308.249365966065	3.11575316621797	0.206437621190103	15.0929522838705	1.80195730513904e-51	2.58752133692487e-49
ENSMUSG00000019996.17	170.33504675919	4.95757560150182	0.329393912352247	15.0505987378428	3.42123813955467e-51	4.8724600553084e-49
ENSMUSG00000022102.13	170.119714702035	5.41852731928675	0.360413873754559	15.0341807401586	4.38438972470062e-51	6.19339605420107e-49
ENSMUSG00000021186.9	2629.89954557387	-1.67595119856255	0.111537242193596	-15.025933630792	4.96567342217286e-51	6.9579496540527e-49
ENSMUSG00000036473.16	833.797623057986	1.89555743312066	0.126714776000087	14.9592454246958	1.35554296923873e-50	1.88420472724183e-48
ENSMUSG00000024965.9	194.328153369092	5.68781978162626	0.380429838008141	14.9510348909713	1.53347435258618e-50	2.11461245049087e-48
ENSMUSG00000047501.3	824.245301567634	10.1672659246211	0.680935097534557	14.9313289349212	2.06116961558674e-50	2.81990724967083e-48
ENSMUSG00000039405.7	1914.42838615084	-1.68583655437113	0.113175734414866	-14.8957421225242	3.51262635476879e-50	4.76811585266466e-48
ENSMUSG00000038028.9	467.698104383037	2.49298362502285	0.16770206730263	14.8655509447245	5.51592419546264e-50	7.4293940229584e-48
ENSMUSG00000035852.11	424.626359552823	8.69216509335657	0.585785735398667	14.8384717621042	8.26166915225335e-50	1.10420385784925e-47
ENSMUSG00000071847.13	534.887249035461	2.26318258683414	0.152585383329988	14.8322371215576	9.06604636401717e-50	1.20246225629617e-47
ENSMUSG00000023092.16	917.542615231773	-1.65392345657505	0.111717959905461	-14.8044545207829	1.37094672106184e-49	1.80456055139769e-47
ENSMUSG00000021182.16	170.203359847377	3.83586946501531	0.259838532881575	14.7625120203537	2.55581083197482e-49	3.33888821094455e-47
ENSMUSG00000039462.4	932.137391519202	-1.89972689591881	0.128886651407092	-14.7395162740203	3.59349411515977e-49	4.65947464558963e-47
ENSMUSG00000037465.10	917.241365863013	1.85825882535579	0.126179005189472	14.7271633863764	4.31438673299652e-49	5.55277551746775e-47
ENSMUSG00000020589.17	406.249965220747	2.82216375676863	0.192406152475383	14.6677417559696	1.0374057138334e-48	1.32536207925407e-46
ENSMUSG00000028518.8	403.863365986002	2.69042814078528	0.183439101780603	14.6666011481188	1.05498826218567e-48	1.33798693835591e-46
ENSMUSG00000029154.13	411.425852498923	8.63952987484116	0.589539476638155	14.6547096796775	1.25692730881604e-48	1.58254434715064e-46
ENSMUSG00000041649.13	259.635006181574	3.54605941279498	0.242145774726126	14.6443167005729	1.46466297194373e-48	1.83082871492967e-46
ENSMUSG00000011179.8	1433.70243296409	1.56762243925507	0.107054710976093	14.6431896827514	1.48914956354227e-48	1.84814097618192e-46
ENSMUSG00000102752.1	163.018137788655	4.06970110696675	0.278830315357551	14.5956192092961	2.99481168877072e-48	3.69041511293555e-46
ENSMUSG00000047139.9	2265.71724169013	1.75371829370704	0.120272905412959	14.5811584719402	3.70181174255869e-48	4.52950556527868e-46
ENSMUSG00000023039.17	280.682495230273	3.40686238713431	0.234837475534919	14.5073199214651	1.08892692468525e-47	1.32308428786058e-45
ENSMUSG00000035258.15	583.408933521253	-2.50979726887481	0.173042235258972	-14.5039577483422	1.143613331543e-47	1.37988066913609e-45
ENSMUSG00000050069.3	736.834006308332	-1.97680349745262	0.136351712624125	-14.4978266822506	1.25046770405122e-47	1.49840526606137e-45
ENSMUSG00000027456.8	161.611506192331	5.74544832970126	0.396775584912821	14.4803474512265	1.61279853192304e-47	1.91934071864129e-45
ENSMUSG00000074743.4	1468.54420982596	-1.53675138533494	0.106386986183487	-14.4449188802518	2.69874836213519e-47	3.18984712871422e-45
ENSMUSG00000098678.1	152.398511037248	5.48918106520922	0.380364778252543	14.4313600497591	3.28538117012097e-47	3.85699309667918e-45
ENSMUSG00000016028.11	212.196659407876	6.97044696637328	0.484090704129079	14.3990514730369	5.2458520311686e-47	6.11722678131237e-45
ENSMUSG00000028111.4	775.197953576124	-1.65713276343625	0.115120162409298	-14.3948091173159	5.57786712908005e-47	6.46102942451772e-45
ENSMUSG00000006310.10	165.370533882501	5.62492228573139	0.390900583011611	14.3896492617007	6.00999206846707e-47	6.8699744861589e-45
ENSMUSG00000025357.8	475.74704268627	2.13191541534474	0.148152098446991	14.3900453499654	5.97567172025223e-47	6.8699744861589e-45
ENSMUSG00000042216.13	205.680763464492	3.32134476007263	0.231201007702022	14.3656154144158	8.50478603183093e-47	9.658212895625e-45
ENSMUSG00000033644.5	298.128972910719	7.97484078409475	0.555316948532464	14.3608813042171	9.10617492419159e-47	1.02740122927162e-44
ENSMUSG00000025582.4	231.194474776447	3.30820424956872	0.230496880752535	14.3524903190358	1.0277925204812e-46	1.15212226086199e-44
ENSMUSG00000034730.17	207.700384562293	6.70386031339423	0.468072529441458	14.3222682206833	1.58852657087918e-46	1.76927238262986e-44
ENSMUSG00000029168.14	303.634759324053	7.98004633031689	0.558357066818969	14.2920127720067	2.45412526982215e-46	2.715950736507e-44
ENSMUSG00000035834.11	308.954168572787	2.97185992289382	0.208726663615605	14.2380464067919	5.31933883225093e-46	5.84958938040252e-44
ENSMUSG00000050390.12	1308.04096603661	1.8154091643903	0.127718467010709	14.2141477805091	7.48571773540567e-46	8.18014752532537e-44
ENSMUSG00000024087.4	2447.77672962927	-1.37505325857294	0.0968014196369458	-14.2048873222117	8.54399720276253e-46	9.27824696237494e-44
ENSMUSG00000003283.15	195.7078529293	3.54687923665132	0.249734739116428	14.202586509191	8.82924508550262e-46	9.52845548823652e-44
ENSMUSG00000028370.7	1174.1056737963	-1.85040345501844	0.130720061210945	-14.155466558667	1.7278716723697e-45	1.85319569798911e-43
ENSMUSG00000033361.13	316.730006196919	2.58283745484034	0.182656295119662	14.1404239757971	2.13991243508e-45	2.2810416294181e-43
ENSMUSG00000042331.13	1496.56795896829	1.70296581119935	0.120448364973602	14.138554820338	2.19750959581226e-45	2.32815422117304e-43
ENSMUSG00000030353.15	373.856776511234	2.55054686455311	0.180515643339845	14.1292290095399	2.50875870694314e-45	2.64179894140224e-43
ENSMUSG00000041559.7	1499.86243112953	-2.29477467050244	0.162481945584356	-14.1232594319906	2.73063520191041e-45	2.8581196766984e-43
ENSMUSG00000039621.13	204.910495429448	3.67229055818627	0.260559195527689	14.0938820092267	4.14154757737396e-45	4.30894545849536e-43
ENSMUSG00000026496.11	1144.08396883718	1.69504806601665	0.120460609558646	14.0713887487961	5.69401391233488e-45	5.88889831707254e-43
ENSMUSG00000029449.11	194.171168607291	3.78362435554394	0.269339952269503	14.0477650035299	7.9503739827757e-45	8.17383123968803e-43
ENSMUSG00000014602.15	1160.80670229925	-1.70761483380012	0.121610988138684	-14.0416163040529	8.6712158410292e-45	8.86249266105191e-43
ENSMUSG00000002384.2	139.183589363534	4.45791224413044	0.31852601200555	13.995441741357	1.66193817686483e-44	1.68866525280857e-42
ENSMUSG00000000278.10	2768.9215964268	-1.29652448775896	0.0930119563957241	-13.939331436518	3.65346449000414e-44	3.69063636708267e-42
ENSMUSG00000073722.3	316.325230741731	8.25763693861664	0.59354097457796	13.9124968490815	5.31896974988968e-44	5.3420288673025e-42
ENSMUSG00000005125.13	860.44389177584	2.13634757451554	0.153567815118275	13.9114278136351	5.39907735085532e-44	5.39132005581099e-42
ENSMUSG00000047250.13	1167.48632000048	1.63397529066295	0.117877450025546	13.8616443629281	1.08167572515325e-43	1.07394946997358e-41
ENSMUSG00000020173.17	392.041878438603	2.23884594938007	0.161731368829908	13.8429914096297	1.40246436575439e-43	1.38453513380582e-41
ENSMUSG00000028392.15	151.480034236063	6.01163746550492	0.434758555521483	13.8275311414955	1.73886720841523e-43	1.70693885571834e-41
ENSMUSG00000020467.15	4848.69627161637	-1.46001359511369	0.106313334834091	-13.7331182150587	6.43052146125179e-43	6.27698372973314e-41
ENSMUSG00000034382.14	132.173397591648	4.18459467037962	0.305681528442948	13.6893933097453	1.17486097848513e-42	1.140402765429e-40
ENSMUSG00000029246.14	514.293890940421	2.12854439109586	0.155596933202818	13.679860825543	1.33948826730847e-42	1.29297825802692e-40
ENSMUSG00000079037.9	3199.45752147704	-1.39490949743169	0.101999815886322	-13.6756079931194	1.42015277783623e-42	1.36326820524334e-40
ENSMUSG00000031402.12	1591.89374429151	-1.39031058111078	0.101750822197166	-13.6638756433509	1.66861171118197e-42	1.59297409240587e-40
ENSMUSG00000027544.16	205.423139794064	7.26352360768903	0.531960962759965	13.6542417887279	1.90461387741392e-42	1.80834241093261e-40
ENSMUSG00000024222.17	421.222481899392	2.18186436842164	0.160163412626285	13.6227390053973	2.93355605622931e-42	2.77013785201002e-40
ENSMUSG00000026450.14	198.733480669822	7.202257521739	0.529097351414693	13.6123484694862	3.38198882144287e-42	3.17632733905783e-40
ENSMUSG00000021895.10	293.954686396972	2.54962080906674	0.187362104885975	13.6079855134975	3.59003409407362e-42	3.35359367658759e-40
ENSMUSG00000002831.14	153.620963927658	-3.01840304748802	0.222347092715487	-13.5751855831564	5.6201174678742e-42	5.221900588466e-40
ENSMUSG00000006411.12	174.148912833354	6.72301698511093	0.495648998741873	13.5640685286892	6.54052503357874e-42	6.04476715204418e-40
ENSMUSG00000052180.15	168.248499030206	4.53567742659677	0.335138300308597	13.5337483731949	9.88517877949208e-42	9.08756514781349e-40
ENSMUSG00000000120.6	134.709433611333	5.18342938558755	0.383178022852433	13.5274704613833	1.07665010385773e-41	9.84568187080422e-40
ENSMUSG00000039518.7	475.916136288952	-2.50848121779638	0.185541137620293	-13.5198115629212	1.19481452251445e-41	1.08690588108317e-39
ENSMUSG00000027832.5	376.31526314695	-2.02444572984184	0.149916337179634	-13.5038366593501	1.48440011762482e-41	1.34330479394434e-39
ENSMUSG00000031803.8	138.668706734072	5.60316377955813	0.415433399460756	13.487513971749	1.85242013722803e-41	1.66765802509518e-39
ENSMUSG00000027377.2	212.026501728268	7.46957082622724	0.554743371422284	13.4649122657857	2.51616910290065e-41	2.25352774035561e-39
ENSMUSG00000038530.11	172.836285816021	-3.23292566096443	0.240113525219763	-13.4641547493233	2.54210584230928e-41	2.26508148769865e-39
ENSMUSG00000025558.19	1236.04197366514	1.83659910354055	0.136949858879926	13.410741117673	5.23134196600209e-41	4.63747789077991e-39
ENSMUSG00000092060.4	155.456390173864	4.30431719712595	0.323006454107434	13.3257931610689	1.63881756354773e-40	1.44540381556557e-38
ENSMUSG00000030849.18	553.621279885635	-1.7874757112088	0.134158856196886	-13.3235759597233	1.68823409227744e-40	1.4814680481475e-38
ENSMUSG00000002228.7	134.575735996783	4.09432005976365	0.307434822754836	13.3176847797384	1.82685280506374e-40	1.59505364261219e-38
ENSMUSG00000021822.3	905.473310631701	-1.46788109404739	0.11022438198783	-13.3172086572412	1.83853820708249e-40	1.59723006740292e-38
ENSMUSG00000022797.16	1546.4698950432	2.12697895720416	0.159943441621543	13.2983193036261	2.36729911487612e-40	2.04635930950112e-38
ENSMUSG00000000889.8	128.602373672504	5.06535947523157	0.381186953525284	13.2883862587275	2.70345924068924e-40	2.32537645084037e-38
ENSMUSG00000051076.8	121.124533156649	4.50654253335417	0.339595637973153	13.2703192545436	3.44111586495863e-40	2.94529005683035e-38
ENSMUSG00000051375.15	184.300170577566	2.89409091043347	0.218415705760047	13.2503791353399	4.48929576965235e-40	3.8236036273387e-38
ENSMUSG00000044737.6	240.65140945454	7.86445288807923	0.594189614485107	13.2355946592809	5.46623721868609e-40	4.63296934998394e-38
ENSMUSG00000035783.9	10487.8431472683	-1.39272972564385	0.105663910117009	-13.1807513473766	1.13257214736138e-39	9.55264129145825e-38
