baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000044430.11	39.3637310785655	7.1186264942045	1.03426897072084	6.88276134712146	5.87033297193042e-12	8.16629586767742e-11
ENSMUSG00000019775.17	227.465873474015	-1.22232929692964	0.177602455390523	-6.88238962823972	5.88567644158431e-12	8.1810902538022e-11
ENSMUSG00000070305.10	182.136165150923	1.52320935867062	0.221329236342564	6.88209738506058	5.89776697843116e-12	8.19134302559883e-11
ENSMUSG00000064373.12	174.624860757422	-1.28173940493216	0.186247816846552	-6.8819029754758	5.90582347273423e-12	8.19598105740872e-11
ENSMUSG00000037239.8	654.837321949469	0.837336203595105	0.121688199403771	6.88099756342647	5.94348681641854e-12	8.24166667480225e-11
ENSMUSG00000042357.2	110.283178044393	1.74946928509114	0.254269321847099	6.88037893200168	5.96935592404304e-12	8.27093773367208e-11
ENSMUSG00000027660.16	796.278702162307	1.08934012677711	0.158387144888712	6.87770543210758	6.08242753271066e-12	8.42089070763727e-11
ENSMUSG00000022754.6	764.103395152563	-0.818384146022481	0.119041986503586	-6.8747520942775	6.20977528865747e-12	8.59035395226302e-11
ENSMUSG00000086712.2	28.982672359372	4.5923192204378	0.66853308875954	6.86924745783163	6.45414649067348e-12	8.92130431785615e-11
ENSMUSG00000021453.2	386.056051224181	-1.02772706257059	0.149633081292089	-6.86831450436033	6.49648747042746e-12	8.97096318206655e-11
ENSMUSG00000027894.14	200.998859290996	-1.42966344505419	0.208156065130887	-6.86822862526359	6.5003986453075e-12	8.97096318206655e-11
ENSMUSG00000022358.7	212.38876090385	-1.30024889703413	0.189368125641775	-6.86625002295157	6.59115150803317e-12	9.08898868667273e-11
ENSMUSG00000033386.10	712.925673263913	0.95596072729872	0.139278948525699	6.86364118495863	6.71271159463032e-12	9.24927549220474e-11
ENSMUSG00000022982.10	1167.6177916913	0.752088338691626	0.109626722136958	6.86044719782859	6.86453137037597e-12	9.45096929954695e-11
ENSMUSG00000001657.7	268.776313417364	-1.20147101758766	0.175141172680977	-6.86001469098399	6.88534667863364e-12	9.47212181641009e-11
ENSMUSG00000032020.15	92.7583231612403	1.84611684616835	0.26927564995458	6.85586255749357	7.08835034475343e-12	9.74301801061105e-11
ENSMUSG00000042757.16	52.3342306580152	2.59452677952877	0.378444852684729	6.8557591974707	7.09347786096286e-12	9.74301801061105e-11
ENSMUSG00000068966.10	202.398844469972	1.32360900407007	0.193176011019562	6.85182905001615	7.29116572681151e-12	1.00066354268049e-10
ENSMUSG00000038437.11	553.271621093582	0.972188517303461	0.141961521591245	6.84825371274	7.47568986299955e-12	1.0251784638486e-10
ENSMUSG00000022676.7	431.192827194021	-0.95123110304845	0.138940338889725	-6.84632778824173	7.57697580799099e-12	1.0382488538158e-10
ENSMUSG00000022768.17	48.4077899217954	2.76861421587784	0.404444308483124	6.84547701081906	7.62214596303102e-12	1.04361533575779e-10
ENSMUSG00000030528.12	186.668003203413	1.58774786878132	0.231994598149356	6.84390016598206	7.70656386512193e-12	1.05434289099601e-10
ENSMUSG00000041577.5	2149.16701202269	-0.825134450140061	0.120585567961609	-6.84272972369928	7.76981634655946e-12	1.0621601811288e-10
ENSMUSG00000022849.5	191.565740944852	1.37357697400192	0.200818659580511	6.83988717418578	7.92555758508081e-12	1.08259876604386e-10
ENSMUSG00000002297.16	486.350223609332	1.09748316326688	0.1605972296399	6.83376148970766	8.2716508563217e-12	1.12898612434084e-10
ENSMUSG00000026114.14	29.7412740717621	5.72349104378865	0.837781486684016	6.83172299073178	8.39007447135735e-12	1.14425073736133e-10
ENSMUSG00000025810.9	1416.32737091708	-0.75920757806196	0.111158849866137	-6.82993372975911	8.49538679865894e-12	1.15770467158195e-10
ENSMUSG00000014329.14	498.274913513279	-0.927779646749763	0.135891547070432	-6.82735362685143	8.64953037192745e-12	1.17778675714921e-10
ENSMUSG00000034449.7	245.634799747131	1.38729612075839	0.203208363229501	6.82696370715607	8.67306252847665e-12	1.18006626023713e-10
ENSMUSG00000027761.4	38.2485233443349	7.07578648153482	1.03663463175308	6.82572843391193	8.74802776709529e-12	1.18933476098029e-10
ENSMUSG00000089876.3	31.6315780785275	4.00667602307514	0.587197721470923	6.82338482690033	8.89200350417227e-12	1.20796372857696e-10
ENSMUSG00000034708.12	2708.38644593826	-0.694971520740234	0.101863668102946	-6.82256523530919	8.94289967942417e-12	1.21392876507809e-10
ENSMUSG00000028093.15	225.609950643423	1.24764961966584	0.183051528485878	6.81583830512563	9.37156568028239e-12	1.27112376030372e-10
ENSMUSG00000024556.4	630.285279382893	0.971390180967008	0.14252955555658	6.81535964364527	9.40282363373829e-12	1.27436864770829e-10
ENSMUSG00000038143.16	431.890575215327	-0.994765971795362	0.145980349181422	-6.81438273968701	9.46693553131266e-12	1.28205771517192e-10
ENSMUSG00000028148.11	43.9255988824416	8.07374683925462	1.18577837155001	6.80881607639791	9.84051881236989e-12	1.33161226140909e-10
ENSMUSG00000024966.9	1947.60937895825	0.737687518037949	0.108413680111503	6.80437669193815	1.01487670885241e-11	1.37225547208642e-10
ENSMUSG00000020827.18	1032.819791174	0.864459281877222	0.12704823418891	6.804181792813	1.01625144741487e-11	1.37304579306636e-10
ENSMUSG00000028048.11	954.022952739649	-0.754551544366373	0.110898908349191	-6.80395826792534	1.01783034639888e-11	1.37411051038698e-10
ENSMUSG00000025915.14	150.754098271498	1.81082028094636	0.266207867766024	6.80227934712257	1.02976669730159e-11	1.38914568056018e-10
ENSMUSG00000018042.18	4942.57897699106	-0.753272612398642	0.11076966318891	-6.80035120368638	1.04364413775975e-11	1.40677400260479e-10
ENSMUSG00000004626.14	379.057567800184	1.11696303885222	0.164257382156475	6.80007817114835	1.04562398681954e-11	1.40835013728601e-10
ENSMUSG00000026425.15	1152.12113176949	0.745897379221745	0.109731533518114	6.79747521343639	1.06468459032787e-11	1.43291206482934e-10
ENSMUSG00000021569.10	179.689798410246	1.46265340358214	0.215194301541616	6.79689654002885	1.06896804716581e-11	1.43756345352214e-10
ENSMUSG00000043336.14	1041.98359073938	-0.959962454815378	0.141308478067191	-6.7933818829959	1.0953492414177e-11	1.47190201621288e-10
ENSMUSG00000007946.11	32.6207201092544	6.28234620992876	0.924856237714187	6.79278135751757	1.09992016914965e-11	1.47690208183734e-10
ENSMUSG00000003134.10	82.9336652294272	1.98236845900798	0.291859724686512	6.79219601518248	1.10439351044545e-11	1.48176349374438e-10
ENSMUSG00000028469.15	1007.25594335279	-0.921207727753955	0.135651793459787	-6.79097344943724	1.1137942429551e-11	1.49322337741859e-10
ENSMUSG00000051323.16	1513.81829220534	-0.785270474011359	0.11564323586768	-6.79045746272502	1.11778532627453e-11	1.49741866183654e-10
ENSMUSG00000038047.18	320.983036184305	1.22427031136078	0.180313871064253	6.78966240442214	1.12396242733567e-11	1.50453368065927e-10
ENSMUSG00000004040.16	2710.52547187514	-0.734886482627477	0.108239239939432	-6.78946455129121	1.12550480991053e-11	1.50543849670481e-10
ENSMUSG00000024924.14	410.124857177391	-0.994787915886552	0.146524081370613	-6.78924519833956	1.12721721994904e-11	1.50656916897035e-10
ENSMUSG00000023902.18	41.8962333753906	8.00477554694811	1.17909504483187	6.78891458498966	1.12980302340499e-11	1.50886452972035e-10
ENSMUSG00000091712.2	35.6848606494292	3.59472581372666	0.529667535191724	6.78675881546236	1.14680683640613e-11	1.53039698790757e-10
ENSMUSG00000021775.11	503.955056738136	-0.930270088722389	0.137126941665996	-6.78400668329841	1.16887917772797e-11	1.55865508158277e-10
ENSMUSG00000025221.16	30.9058942405346	4.24699090377766	0.626683575676566	6.77693028605803	1.22756082265059e-11	1.63564948570199e-10
ENSMUSG00000057880.12	125.457399413712	-1.6236825402182	0.239603959622916	-6.77652632608212	1.23099639052868e-11	1.63897029007171e-10
ENSMUSG00000021189.11	386.268551711398	1.12451698629957	0.165990151552071	6.77460063615169	1.24750373951326e-11	1.65967668254539e-10
ENSMUSG00000046876.16	392.858730886608	-0.953306386568255	0.140720436730319	-6.7744700678779	1.24863080919903e-11	1.65990514994898e-10
ENSMUSG00000006056.13	41.2500811546566	7.97948210394685	1.17890528726101	6.76855230879987	1.30077360738418e-11	1.72790072081805e-10
ENSMUSG00000029767.16	13067.0812787628	-0.614360446876763	0.0908736602135257	-6.76059977592188	1.37421653253873e-11	1.8240651071704e-10
ENSMUSG00000037979.13	93.2725984001673	1.95807778244921	0.28969511488105	6.75909838263307	1.38853088377787e-11	1.84165832867485e-10
ENSMUSG00000029516.19	178.829813589003	1.43900488412322	0.212926758315019	6.75821533897705	1.39701795694336e-11	1.85150167825255e-10
ENSMUSG00000041498.13	158.517211897109	1.48645581661565	0.219958649059375	6.75788755282999	1.40018127445911e-11	1.8542796984548e-10
ENSMUSG00000013629.16	1248.8572073235	0.857814945830727	0.126952859667339	6.7569564646161	1.40920510510203e-11	1.86480873580714e-10
ENSMUSG00000032400.18	241.689249721824	1.23265437691954	0.182461427721926	6.75569840875148	1.42148833566869e-11	1.87963164628945e-10
ENSMUSG00000040605.7	53.348434277628	-2.36085601439412	0.349512604210087	-6.75470923210266	1.43121990150977e-11	1.89106051625341e-10
ENSMUSG00000042501.12	78.915198911225	-1.87056652698028	0.276967525203639	-6.75373954258701	1.44082307422901e-11	1.90230250111923e-10
ENSMUSG00000029381.16	175.036996902916	1.67651774907055	0.248281117326116	6.75249800357734	1.45321063369652e-11	1.91720081704458e-10
ENSMUSG00000083282.3	272.543816324356	-1.09545444190149	0.16224424220561	-6.75188485587817	1.45936678251179e-11	1.92386174856922e-10
ENSMUSG00000028064.17	32.8353801835872	3.85269527277312	0.570653965338465	6.75136861703575	1.46456974214271e-11	1.92925695752309e-10
ENSMUSG00000021913.8	350.058041062295	-0.974757830158585	0.144506277098821	-6.74543590581877	1.52568275143856e-11	2.00823771259432e-10
ENSMUSG00000027613.15	1164.93728492797	0.979417504181221	0.145250595774036	6.74294999591524	1.55202635762541e-11	2.04136699195621e-10
ENSMUSG00000025280.8	464.401259395622	0.951185861924422	0.141090260412783	6.74168336738177	1.56561982309238e-11	2.05768868579652e-10
ENSMUSG00000045954.7	2059.56477229876	-0.791316698541843	0.117413976960751	-6.73954429468278	1.58884154545574e-11	2.0866305254946e-10
ENSMUSG00000004207.14	10329.0978802229	-0.765946258643913	0.113682759200484	-6.73757625193754	1.61050429288595e-11	2.1134827861702e-10
ENSMUSG00000004568.13	851.439597736858	0.888775675926648	0.13194769854528	6.73581794700006	1.6301028652281e-11	2.13758771949722e-10
ENSMUSG00000035064.17	1079.42561846617	0.765313764044797	0.113625817005618	6.73538623715204	1.63495042616542e-11	2.14232757576351e-10
ENSMUSG00000019942.13	585.466014671569	0.874545132717892	0.129862986697763	6.73436792850968	1.64644074664656e-11	2.15554112370207e-10
ENSMUSG00000037572.17	222.59634756324	1.26889086370945	0.188422842514735	6.73427301474989	1.64751574807272e-11	2.15554112370207e-10
ENSMUSG00000052684.4	1433.4020115352	0.819664296450274	0.121728329042294	6.73355416030958	1.65567990228263e-11	2.16459279925965e-10
ENSMUSG00000051065.9	231.921434274228	1.27466504024496	0.189305451900132	6.73337734043395	1.65769413936786e-11	2.16559666703132e-10
ENSMUSG00000050295.4	397.317904212323	-0.990472019600573	0.14715554453377	-6.73078287833916	1.6875262398501e-11	2.20291272857967e-10
ENSMUSG00000020620.14	147.02252785813	-1.36818713899371	0.203445167191384	-6.72509039109603	1.75483470648433e-11	2.28905803492231e-10
ENSMUSG00000040511.14	1012.6242353515	0.806949861481217	0.120003907751	6.72436320286822	1.76362018748825e-11	2.29879225488434e-10
ENSMUSG00000024056.10	193.36295391494	1.3032462821376	0.19384815978563	6.72302632936422	1.77988405597672e-11	2.31825228430251e-10
ENSMUSG00000048368.9	115.702410721156	-1.58175993295629	0.235325839813862	-6.72157351783992	1.79772491158956e-11	2.33973560590776e-10
ENSMUSG00000036990.13	1108.64828354523	0.820412426675518	0.12206383687373	6.72117514644572	1.80264751701551e-11	2.34438627306471e-10
ENSMUSG00000078439.9	29.1167499303954	4.60278389201855	0.685186706716036	6.71756157395228	1.84790689987080e-11	2.40144969224048e-10
ENSMUSG00000031246.14	2533.44175674548	-0.880068186335388	0.131013747937783	-6.71737279627572	1.85030164491884e-11	2.40276465474326e-10
ENSMUSG00000041020.14	48.4564993844519	2.96064656014727	0.44105523956939	6.71264343903453	1.91129763064461e-11	2.48011921825617e-10
ENSMUSG00000004864.13	439.067214544281	1.1271772828054	0.168138466509147	6.70386322777647	2.02980262183915e-11	2.6319269070489e-10
ENSMUSG00000021458.17	1147.52766718537	-0.754118730522249	0.112496005522194	-6.70351562281445	2.03463931049948e-11	2.63623102311174e-10
ENSMUSG00000005481.18	976.277532384656	0.821066143691808	0.122562620837098	6.69915621976716	2.09626402538301e-11	2.71405271542696e-10
ENSMUSG00000022816.11	14962.7898463103	-0.597299229628645	0.0892476213881946	-6.69260670859351	2.19229772256855e-11	2.83627497614509e-10
ENSMUSG00000028640.11	39.5428603888696	7.92095072735609	1.18398095844529	6.69009976119652	2.2301850964143e-11	2.88314479540167e-10
ENSMUSG00000021868.7	151.510702910559	1.6985774677296	0.254012172593826	6.6869924003433	2.27803703805619e-11	2.9428173632882e-10
ENSMUSG00000046718.8	292.538310558162	1.19968253992279	0.17941042428433	6.6868050990255	2.28095329421464e-11	2.94439550423324e-10
ENSMUSG00000032536.12	912.003078594921	0.806105219455227	0.120556807293548	6.68651764717367	2.28543599068865e-11	2.94799185881332e-10
ENSMUSG00000038252.13	673.962432362698	0.913583447385802	0.13663995161995	6.6860638967938	2.29252960399738e-11	2.95494820990018e-10
ENSMUSG00000026039.9	110.838075959901	1.87193043572333	0.280007431683798	6.68528840276365	2.30470306166862e-11	2.96843704199349e-10
ENSMUSG00000030677.8	258.698991672084	1.11691863310119	0.167172315286969	6.68124163491952	2.36926191798534e-11	3.04932783888855e-10
ENSMUSG00000003363.15	1330.94625351656	-0.969095231800491	0.145054093192704	-6.6809230299558	2.37441920663865e-11	3.05370345783468e-10
ENSMUSG00000001517.14	355.324608012886	0.997649175607909	0.149334098576596	6.68065220948985	2.37881164289385e-11	3.0570896668107e-10
ENSMUSG00000051378.10	185.299869557723	1.40429646519966	0.210240473868625	6.67947726410273	2.39796037305111e-11	3.0794206564496e-10
ENSMUSG00000015837.15	3730.05404030572	-0.706261107981624	0.105749724299198	-6.67860944945252	2.41220042898791e-11	3.09541967900036e-10
ENSMUSG00000017639.13	48.001023008672	2.5619669278176	0.383644946132896	6.6779634493872	2.42285442254827e-11	3.10679672264031e-10
ENSMUSG00000032741.9	896.281993176661	0.790628161238917	0.118420810823526	6.67642921662756	2.44834232524317e-11	3.13716429949116e-10
ENSMUSG00000037894.13	490.382671847239	1.00818891780568	0.151058020159447	6.67418331540095	2.48612700906202e-11	3.18323189259046e-10
ENSMUSG00000026767.12	607.256720845191	0.950005797764199	0.142377743210425	6.67243191486854	2.51598787355309e-11	3.21909346855559e-10
ENSMUSG00000020520.14	598.106786750371	-1.01709225292525	0.152533611989654	-6.66798772846364	2.59334461630174e-11	3.31360961739323e-10
ENSMUSG00000027188.8	308.501273650728	-1.09429392661109	0.16411202804268	-6.66796906760851	2.5936742904488e-11	3.31360961739323e-10
ENSMUSG00000035105.5	216.158469447708	3.20503888834865	0.480900574998479	6.66466012929759	2.65278527146104e-11	3.38663806698278e-10
ENSMUSG00000029135.10	3223.24986463308	-0.635783551694397	0.0954450276118403	-6.66125378767794	2.71501338049593e-11	3.46353579193222e-10
ENSMUSG00000006154.13	33.9608596393911	3.50253542206068	0.525823460178477	6.66104821734625	2.71881417965861e-11	3.46583979248484e-10
ENSMUSG00000015093.15	33.1790958459169	3.48188764347764	0.522811866473611	6.65992466269584	2.73967983655457e-11	3.48987809091904e-10
ENSMUSG00000024781.16	587.898059060533	-0.837660733348378	0.125782140872289	-6.65961580506792	2.74544307875987e-11	3.49465739878774e-10
ENSMUSG00000022109.6	274.520448532552	1.15438230624905	0.173357354005816	6.65897511455048	2.75743614477123e-11	3.50735380786238e-10
ENSMUSG00000030220.13	902.422120595934	-0.792061118604688	0.118986685838917	-6.65672056516452	2.80004810802219e-11	3.55894922288848e-10
ENSMUSG00000021665.9	320.834506349294	-1.01819563693168	0.152965343598057	-6.65638119708456	2.80651787493853e-11	3.56456491791352e-10
ENSMUSG00000035992.15	811.961462112413	-0.857745095802033	0.128999539405736	-6.64921053015706	2.94669259074979e-11	3.73986733121093e-10
ENSMUSG00000046994.9	187.235649309964	1.38351875599817	0.208265234991598	6.64306145984463	3.07233649553168e-11	3.8964851540046e-10
ENSMUSG00000038859.7	195.949130742652	1.41708396857061	0.213505006032497	6.63724001092002	3.19611006078898e-11	4.05050417988392e-10
ENSMUSG00000021313.16	26.03591152737	4.86273249756254	0.732893997185116	6.63497383828933	3.24560095339416e-11	4.11022715489968e-10
ENSMUSG00000050965.14	819.777737403359	-0.81390729966242	0.122696215929575	-6.63351590345366	3.27783640777955e-11	4.14802677240857e-10
ENSMUSG00000066113.16	106.667200753492	-1.51555506942947	0.228536213392055	-6.63157513172553	3.32123413570691e-11	4.19988668907624e-10
ENSMUSG00000023110.12	680.884511434408	0.853439515304343	0.128751562481635	6.62857598661046	3.38940635202908e-11	4.28297711756402e-10
ENSMUSG00000022479.15	61.8402329772763	-2.1699088323557	0.327511267468266	-6.62544787887628	3.46196875002103e-11	4.37149033659995e-10
ENSMUSG00000028614.14	591.664506119762	0.893298661319333	0.13483129245781	6.62530667054797	3.46527996013678e-11	4.37249377686105e-10
ENSMUSG00000027293.13	561.04264018439	0.881424947265356	0.133126702109036	6.62094781363573	3.56902965512514e-11	4.50013717400576e-10
ENSMUSG00000001672.14	37.9361603906754	7.85526908134166	1.18657471636078	6.62012174457396	3.58903158191433e-11	4.51879882143199e-10
ENSMUSG00000068327.5	35.0846948308938	6.95606310455984	1.05074209129125	6.62014319423672	3.58851082849937e-11	4.51879882143199e-10
ENSMUSG00000021830.14	298.47909908297	-1.01782396707389	0.15386161635821	-6.61519091742974	3.71072526773806e-11	4.66863515763568e-10
ENSMUSG00000026414.13	36.6944537609815	3.39626269703774	0.513571564377495	6.61302714677045	3.76539368929771e-11	4.73398808621908e-10
ENSMUSG00000038375.15	1101.31248090336	-0.72763395428763	0.110056850010214	-6.6114372183113	3.80606532642845e-11	4.78166197011528e-10
ENSMUSG00000034361.10	369.327524385117	-1.05502732264562	0.159601310510102	-6.61039260438178	3.83302105940476e-11	4.81204775340735e-10
ENSMUSG00000024206.15	59.4552044281181	2.2585664960091	0.341696858156706	6.60985444289128	3.84698086387748e-11	4.82608610179576e-10
ENSMUSG00000057315.14	240.305149141866	-1.14890211318893	0.173826703684154	-6.6094684466692	3.85702415670212e-11	4.83519442443719e-10
ENSMUSG00000032717.14	88.7742955555375	1.96984010058911	0.298176620165753	6.60628623228105	3.94080618356497e-11	4.93666239649902e-10
ENSMUSG00000022382.15	26.4471429653001	5.1603003320061	0.781453115050631	6.60346760748629	4.01650089692144e-11	5.02402592763189e-10
ENSMUSG00000023169.15	1292.27528275745	0.720239315252964	0.109071521028578	6.60336729937279	4.01922074210551e-11	5.02402592763189e-10
ENSMUSG00000031403.14	547.549183001027	1.18353441416188	0.179229621972075	6.60345316326271	4.0168924396783e-11	5.02402592763189e-10
ENSMUSG00000017737.2	39.0231192682106	3.51923066992162	0.532998569081541	6.60270190966165	4.03730840474522e-11	5.03968352147105e-10
ENSMUSG00000056427.10	1593.9441310782	-0.974251369459023	0.147553634837088	-6.60269311924904	4.03754789173393e-11	5.03968352147105e-10
ENSMUSG00000042082.7	574.271010969203	-0.838558028635084	0.127075230467636	-6.59891015384507	4.14191213635092e-11	5.16624001213907e-10
ENSMUSG00000007888.15	804.725661347667	-1.05905031956816	0.160494045499658	-6.59868916800663	4.14808961137213e-11	5.17023364401656e-10
ENSMUSG00000052446.17	132.146929572596	1.5424724364691	0.233901707059309	6.59453261740404	4.26597621650322e-11	5.3133574739601e-10
ENSMUSG00000046607.6	37.6029354493441	7.84521474498644	1.18985367654418	6.59342816653903	4.29784753125717e-11	5.34921925899665e-10
ENSMUSG00000026020.9	1278.47989770983	0.799129986572167	0.121221444915982	6.5923153046562	4.33019717378425e-11	5.3856246166429e-10
ENSMUSG00000069910.2	135.993831822827	1.56781806021012	0.237836855647023	6.59198952132526	4.33971232499459e-11	5.39359811493426e-10
ENSMUSG00000029191.16	817.933628697927	0.892358343628317	0.135396339514655	6.59071247293011	4.37720872935961e-11	5.43631177073791e-10
ENSMUSG00000025068.8	2686.0907316151	0.693655245823927	0.105249189197513	6.5905994251623	4.3805432433807e-11	5.43656706098141e-10
ENSMUSG00000027533.10	265.912084660068	1.18272503293362	0.179568076676863	6.58649942028373	4.50317313278266e-11	5.58477039129898e-10
ENSMUSG00000031375.17	29890.5497002623	-0.691254339713342	0.104965137195448	-6.58556124617077	4.53170234988289e-11	5.61614324744759e-10
ENSMUSG00000019877.10	3893.67864737527	-0.624942350896	0.0949027855400355	-6.58507911374596	4.54643237126302e-11	5.63038221316429e-10
ENSMUSG00000021108.18	60.3968303957999	2.75831347684626	0.419026064568441	6.58267757087396	4.62050449233775e-11	5.71803885714875e-10
ENSMUSG00000039208.15	167.052292918249	-1.30802632552734	0.198713729113328	-6.58246579823057	4.62709267633869e-11	5.72211638799891e-10
ENSMUSG00000027488.12	221.046013817347	-1.29623482094591	0.196953179269073	-6.58143638887405	4.65924843771051e-11	5.75778389795307e-10
ENSMUSG00000054520.15	115.329840454742	1.80093249220041	0.273662260314762	6.58085806252207	4.67740948260833e-11	5.77611867521818e-10
ENSMUSG00000047388.10	315.547491874041	1.11583192885933	0.169615681428783	6.57858942911385	4.74932190920989e-11	5.86075768270752e-10
ENSMUSG00000038013.14	299.142736890263	1.03276075152836	0.157072162442694	6.57507183620233	4.86296841374791e-11	5.99674068054436e-10
ENSMUSG00000023944.14	21115.1453247919	0.560138601055383	0.0852341198522902	6.57176494608142	4.97223137197444e-11	6.12712908425929e-10
ENSMUSG00000026697.10	25.6490287652185	4.84336396524416	0.737372420649173	6.56840943546563	5.08555475851412e-11	6.262332666845e-10
ENSMUSG00000060882.5	27.0370520011242	-3.20410934971902	0.488116562912168	-6.56422992615305	5.23024455257705e-11	6.43594186267891e-10
ENSMUSG00000117183.1	214.084761661549	1.56787164104373	0.239023839418557	6.5594781041828	5.39964209898543e-11	6.63968729439998e-10
ENSMUSG00000022099.17	73.0183452576018	2.09422440139518	0.319368871892443	6.55738422152949	5.47597948135969e-11	6.72879374035535e-10
ENSMUSG00000016487.15	2483.40441016055	-0.629317191518879	0.0959821991259	-6.55660317485957	5.50472385890031e-11	6.75933406702423e-10
ENSMUSG00000020437.12	32.8455010724242	6.85672843380728	1.04614612464846	6.55427408490508	5.59131902161689e-11	6.86081694919446e-10
ENSMUSG00000034792.8	25.9586313902433	4.92597389709905	0.751667975509025	6.55339066928215	5.62451162714276e-11	6.89667533673997e-10
ENSMUSG00000010803.13	45.6008109918962	2.8409176617351	0.433544437372577	6.55277156582149	5.6478880137819e-11	6.91716767380853e-10
ENSMUSG00000038080.17	335.628379132972	1.14944620943373	0.175414664731813	6.5527372594024	5.64918614626434e-11	6.91716767380853e-10
ENSMUSG00000035189.17	28.60602170893	6.08510184444845	0.929192094396365	6.54880931633576	5.79976278406806e-11	7.09654073050582e-10
ENSMUSG00000022419.16	178.942640504961	1.30758228369654	0.199900358596393	6.54117027542008	6.10392852069319e-11	7.45821083312547e-10
ENSMUSG00000028312.19	734.948939001784	0.913260998026251	0.139615487389389	6.54125853157792	6.10032687838089e-11	7.45821083312547e-10
ENSMUSG00000037101.16	35.7635119632344	7.77210076579308	1.18857247506879	6.53902132921532	6.19226946900686e-11	7.56083499817247e-10
ENSMUSG00000023022.14	2722.93660209212	-0.600936414353382	0.0919082453462517	-6.53843854911424	6.21644171955404e-11	7.58501930317777e-10
ENSMUSG00000024270.11	1115.58098643587	-0.685734441409738	0.104881747879565	-6.53816755797359	6.22771316119207e-11	7.59343973162893e-10
ENSMUSG00000032336.17	3701.5606319812	-0.621030686203192	0.0949959479723469	-6.53744395901994	6.25790813684896e-11	7.62490560152529e-10
ENSMUSG00000067006.12	37.8999259769607	3.46744965415993	0.530725201155257	6.53341813543461	6.42853393762244e-11	7.82731444752557e-10
ENSMUSG00000036371.6	4153.74317726321	0.659938019317106	0.10104242620761	6.53129624937095	6.52028807584513e-11	7.93347376175134e-10
ENSMUSG00000032268.13	35.0636548671016	7.74388426605581	1.18574571651098	6.53081361224895	6.54133628776413e-11	7.9535142057314e-10
ENSMUSG00000029313.18	1188.2975646723	-0.736855023580999	0.112931074459092	-6.52482079985805	6.80828832781734e-11	8.2723083703375e-10
ENSMUSG00000028803.18	130.822503939091	1.51411963871602	0.232178223056592	6.52136801971719	6.96690092206995e-11	8.45911275478444e-10
ENSMUSG00000030873.9	32.3205236194345	6.801983392776	1.04370347017044	6.51716084805695	7.16505829052864e-11	8.69363741605693e-10
ENSMUSG00000018427.8	380.485064508261	0.975644532186342	0.149707797353146	6.51699209684379	7.17312037454128e-11	8.69734588329761e-10
ENSMUSG00000020814.13	358.687692178802	-0.955365685175667	0.146636881063847	-6.51518007096516	7.26025086673921e-11	8.79685207877224e-10
ENSMUSG00000004897.16	3741.18177334884	0.692711769217013	0.106338606545977	6.51420769668924	7.30743292089957e-11	8.84784996520069e-10
ENSMUSG00000030978.10	1308.59803615963	0.736187717715375	0.113174258462773	6.5049042751849	7.77428690774774e-11	9.40656232744548e-10
ENSMUSG00000032718.4	65.8886849066449	2.32234057675477	0.357226492409269	6.50103121157684	7.97712773407484e-11	9.64527448709467e-10
ENSMUSG00000030934.9	1797.55242757302	-0.634598193379178	0.0976613077985764	-6.49794895935675	8.14224169053354e-11	9.83807019283868e-10
ENSMUSG00000031872.14	67.0722402359379	2.18254901103476	0.335934458565376	6.49694889995936	8.19652867419998e-11	9.89678149508163e-10
ENSMUSG00000064125.14	27.9629234883962	3.91426704372606	0.602671393648566	6.4948611880002	8.31100061009142e-11	1.00280302500235e-09
ENSMUSG00000009575.14	1977.71447652647	0.774109787755721	0.119241936192835	6.49192568044059	8.47460654103228e-11	1.02183406419456e-09
ENSMUSG00000002668.8	31.8993694213736	6.80949957552373	1.04932034727317	6.48943822848696	8.61570219134765e-11	1.03812639094775e-09
ENSMUSG00000039047.17	944.053992694127	-0.710317422980808	0.109514553277714	-6.48605506502447	8.8112973875386e-11	1.06095836527015e-09
ENSMUSG00000049225.14	388.833010150308	-0.964845831109334	0.148845979806689	-6.48217595371008	9.04091136017702e-11	1.08785204212656e-09
ENSMUSG00000047797.14	34.6256515198207	7.72838167583159	1.1923464587788	6.48165775889246	9.07202412102096e-11	1.09084027060719e-09
ENSMUSG00000025665.16	98.6825694284614	1.84604425637495	0.285035319633549	6.47654563914497	9.38462399672299e-11	1.12764759296723e-09
ENSMUSG00000045598.10	210.310184948377	1.24988361043467	0.19305032883764	6.47439254809999	9.51941252463271e-11	1.14305316251205e-09
ENSMUSG00000032320.7	1408.72548202154	-0.687347777809442	0.106180067727281	-6.47341626843625	9.58115184175217e-11	1.14967205283456e-09
ENSMUSG00000070327.14	1228.07427123338	0.733134591882475	0.113274162202542	6.4722137654974	9.65773561213398e-11	1.1580618099436e-09
ENSMUSG00000027322.11	25.5915637534217	4.80391856484293	0.742613772827654	6.46893276238472	9.86974976303754e-11	1.18266829057088e-09
ENSMUSG00000069441.3	35.5172374083165	7.75778805219772	1.19982657228628	6.4657578281628	1.00792387454792e-10	1.20693847830945e-09
ENSMUSG00000032244.9	731.018845041725	0.835764913180616	0.129268966845057	6.46531749714043	1.01086338413989e-10	1.20962474513985e-09
